,tx,ty,tz,PL,angle
0,0.003082999999999999,-0.0024230000000000007,0.002138,67,4
0,0.0021490000000000003,-0.005123999999999999,-0.0025470000000000007,68,4
0,-0.005079999999999999,0.0063700000000000015,-0.0007310000000000006,69,4
0,-0.00011700000000000035,0.0008029999999999997,0.000755,70,4
0,-0.0005410000000000001,-9.000000000000029e-06,0.000322,1,5
0,-0.000349,-0.00039299999999999996,-0.000531,2,5
0,-1.0000000000001327e-06,-0.000836,-0.0015869999999999999,3,5
0,-0.0004140000000000001,-0.0008320000000000001,-0.00133,4,5
0,0.0008540000000000002,0.000254,-4.399999999999996e-05,5,5
0,-0.00177,8.100000000000004e-05,0.0012490000000000001,6,5
0,-0.0005160000000000001,-0.000645,-0.000911,7,5
0,0.0010009999999999997,-0.0006929999999999999,-0.0019349999999999999,8,5
0,0.000525,-0.00024000000000000006,-0.0007799999999999999,9,5
0,0.00011599999999999995,0.0004859999999999999,0.0008490000000000001,10,5
0,0.0014530000000000003,0.0005660000000000001,0.0001829999999999999,11,5
0,-0.0009709999999999999,-0.0011610000000000001,-0.0016099999999999999,12,5
0,-0.0021190000000000002,0.00018399999999999997,0.001657,13,5
0,-0.0003629999999999997,-0.0005640000000000002,-0.0008469999999999998,14,5
0,0.001315,0.0005880000000000001,0.00029900000000000006,15,5
0,-0.0004139999999999999,-0.0006959999999999998,-0.001068,16,5
0,-0.00167,-0.0006699999999999999,-0.00023999999999999976,17,5
0,-0.0006679999999999999,0.0007199999999999999,0.001784,18,5
0,-0.00021899999999999988,-0.0010479999999999999,-0.0018529999999999998,19,5
0,0.0007820000000000001,-5.599999999999987e-05,-0.0005930000000000001,20,5
0,-0.0008900000000000004,-0.0007049999999999998,-0.0007919999999999995,21,5
0,-0.0018109999999999995,-0.0009039999999999997,-0.0006,22,5
0,0.004323,-0.0003919999999999999,-0.0034169999999999995,23,5
0,0.0021880000000000007,-0.001164,-0.0035700000000000003,24,5
0,-0.0007429999999999997,0.0011899999999999997,0.002722,25,5
0,0.0010900000000000003,0.0023440000000000006,0.003784,26,5
0,-0.002055,-0.0018949999999999995,-0.0023389999999999995,27,5
0,-0.00253,-0.0011470000000000002,-0.0006199999999999999,28,5
0,0.0007449999999999996,0.0020499999999999997,0.0034350000000000006,29,5
0,-0.0005260000000000005,-0.003583,-0.006490999999999998,30,5
0,0.00207,0.00047099999999999985,-0.0003830000000000004,31,5
0,0.0026360000000000003,0.0001450000000000001,-0.0013530000000000003,32,5
0,-0.00193,0.0005269999999999997,0.0021920000000000004,33,5
0,0.0009340000000000002,0.0006189999999999997,0.0005999999999999994,34,5
0,-0.001957,-0.0008430000000000001,-0.00039400000000000014,35,5
0,0.0007710000000000004,-0.001831,-0.003961,36,5
0,-0.002862,-0.00037799999999999976,0.0010490000000000007,37,5
0,0.000712,-0.000802,-0.0019619999999999998,38,5
0,0.002186,0.0002770000000000001,-0.000828,39,5
0,0.005995,0.003065,0.0021230000000000003,40,5
0,-0.002849000000000001,-0.001012,-0.00016600000000000054,41,5
0,0.000125,-0.004245,-0.008150000000000001,42,5
0,-0.0003880000000000001,0.0038229999999999996,0.007516,43,5
0,-0.004761,-0.000588,0.0018260000000000001,44,5
0,0.004557,0.003108,0.003097,45,5
0,0.005833,-0.0027130000000000006,-0.008764999999999998,46,5
0,-0.0016539999999999992,-0.0019370000000000001,-0.002666,47,5
0,-0.002287,-0.003151,-0.004583,48,5
0,0.0007269999999999987,-4.199999999999988e-05,-0.0005309999999999998,49,5
0,-0.0007430000000000005,0.002477,0.005168000000000001,50,5
0,0.0058720000000000005,0.003937000000000001,0.0038579999999999995,51,5
0,0.00045499999999999984,-0.0031660000000000004,-0.006303,52,5
0,-4.999999999999844e-06,-0.0015949999999999994,-0.0030300000000000014,53,5
0,0.003882000000000001,0.0011880000000000003,-0.00014200000000000004,54,5
0,-0.0001920000000000005,-0.0014000000000000002,-0.0025459999999999992,55,5
0,0.003317000000000001,0.000548,-0.001008999999999999,56,5
0,0.004646999999999999,-0.00042099999999999966,-0.0036719999999999995,57,5
0,-0.0014470000000000004,-0.0017659999999999998,-0.002464999999999999,58,5
0,-0.00021599999999999972,0.003949,0.007647,59,5
0,0.0007670000000000005,0.0011149999999999997,0.001649,60,5
0,-0.0005539999999999996,-0.002028,-0.0035200000000000006,61,5
0,-0.004034,-0.000585,0.001381,62,5
0,0.000903000000000001,0.0015440000000000002,0.0023750000000000004,63,5
0,-0.008446000000000002,-0.0049559999999999995,-0.0042060000000000005,64,5
0,0.004979,3.000000000000014e-05,-0.0030220000000000004,65,5
0,0.007373000000000001,0.0033370000000000006,0.001789,66,5
0,-0.0033289999999999986,-0.0015500000000000002,-0.000891,67,5
0,-0.005276,-0.0005350000000000002,0.002244,68,5
0,-0.00029800000000000063,0.0009819999999999994,0.002052,69,5
0,-0.0027229999999999997,-4.300000000000007e-05,0.0016010000000000006,70,5
0,0.0006519999999999999,0.0013930000000000001,0.0,1,6
0,0.0008499999999999998,0.001016,0.0,2,6
0,0.001596,-0.001692,0.0,3,6
0,-0.000725,0.000841,0.0,4,6
0,0.0006389999999999998,-0.0007890000000000001,0.0,5,6
0,-0.0005980000000000001,-0.0007300000000000002,0.0,6,6
0,-0.0007410000000000001,-0.001341,0.0,7,6
0,-0.0011430000000000001,-0.0005890000000000003,0.0,8,6
0,-0.0003519999999999999,-0.0028250000000000007,0.0,9,6
0,0.0009359999999999994,-0.0012699999999999999,0.0,10,6
0,-0.00024999999999999984,-0.00021699999999999985,0.0,11,6
0,0.0002909999999999998,-0.001387,0.0,12,6
0,0.00028799999999999984,-3.0000000000000746e-06,0.0,13,6
0,0.001617,0.003972,0.0,14,6
0,-0.00019499999999999975,-0.0013670000000000002,0.0,15,6
0,-0.0016820000000000001,-0.0016439999999999998,0.0,16,6
0,0.0014989999999999997,-0.003068,0.0,17,6
0,0.001921,0.0017939999999999998,0.0,18,6
0,0.003597,-0.005227,0.0,19,6
0,-0.00134,-0.004695,0.0,20,6
0,-0.0003179999999999996,0.004893,0.0,21,6
0,-0.0064010000000000004,0.0004679999999999999,0.0,22,6
0,-0.001622,-0.001621999999999999,0.0,23,6
0,0.004252000000000001,-0.007661999999999999,0.0,24,6
0,-0.0009990000000000003,1.0999999999999844e-05,0.0,25,6
0,-0.002795,0.0037419999999999997,0.0,26,6
0,0.0014,-0.0024169999999999994,0.0,27,6
0,-0.0024669999999999996,-0.0008969999999999991,0.0,28,6
0,-0.0004690000000000004,0.00033200000000000037,0.0,29,6
0,-0.001447000000000001,0.0010049999999999998,0.0,30,6
0,0.0024109999999999995,-0.003909,0.0,31,6
0,-0.0025729999999999998,0.0007640000000000008,0.0,32,6
0,-0.0019440000000000004,0.005242,0.0,33,6
0,0.005516999999999999,-0.003922999999999999,0.0,34,6
0,0.0032509999999999995,-0.004325999999999999,0.0,35,6
0,0.0001579999999999995,0.0037979999999999997,0.0,36,6
0,-0.0016720000000000007,-0.00211,0.0,37,6
0,0.0022609999999999996,-0.0036930000000000005,0.0,38,6
0,0.004414999999999999,-0.006737999999999998,0.0,39,6
0,-0.0043479999999999994,-0.0021910000000000002,0.0,40,6
0,0.003848,-0.002745999999999999,0.0,41,6
0,0.0010539999999999994,-0.0013549999999999975,0.0,42,6
0,-0.003929000000000001,-0.0059889999999999995,0.0,43,6
0,-0.0032300000000000002,-0.0015090000000000004,0.0,44,6
0,-0.0030379999999999995,0.006543000000000002,0.0,45,6
0,0.003607,-0.0010730000000000002,0.0,46,6
0,0.005605000000000001,-0.0067950000000000016,0.0,47,6
0,-0.002543000000000001,0.0003900000000000008,0.0,48,6
0,-0.0038829999999999997,-0.003935999999999999,0.0,49,6
0,-0.0035329999999999997,-0.005246000000000001,0.0,50,6
0,0.0024649999999999997,0.002409,0.0,51,6
0,0.001282999999999999,0.0008929999999999995,0.0,52,6
0,-0.001981,-0.0010920000000000003,0.0,53,6
0,-0.0026170000000000004,0.0030979999999999996,0.0,54,6
0,0.0018029999999999988,-0.002537,0.0,55,6
0,-0.0012979999999999997,-0.005940999999999999,0.0,56,6
0,-0.0006059999999999987,0.002476,0.0,57,6
0,-0.004896999999999999,0.000680999999999998,0.0,58,6
0,0.006566,-0.002156,0.0,59,6
0,-0.006431999999999999,-0.003967999999999999,0.0,60,6
0,0.0018450000000000003,-0.0018939999999999994,0.0,61,6
0,0.002502,-0.0055709999999999996,0.0,62,6
0,0.00011799999999999972,-0.0006900000000000003,0.0,63,6
0,0.007711999999999999,-0.004785000000000001,0.0,64,6
0,0.007372,0.005450000000000001,0.0,65,6
0,-0.0030240000000000006,0.005794,0.0,66,6
0,0.0010669999999999998,-0.0012429999999999997,0.0,67,6
0,0.005031,-0.004168,0.0,68,6
0,-0.006445,-0.002398999999999999,0.0,69,6
0,-0.010257,0.009832,0.0,70,6
0,-0.00025400000000000005,0.0006589999999999998,0.0005039999999999999,1,7
0,-0.00020299999999999997,-0.001268,0.000406,2,7
0,-0.00020700000000000013,-0.001222,0.000413,3,7
0,0.000636,-0.0003060000000000002,-0.0012690000000000002,4,7
0,0.0003660000000000001,0.000504,-0.0007269999999999996,5,7
0,-0.0007829999999999997,-0.0014449999999999995,0.00157,6,7
0,-9.400000000000006e-05,0.0002629999999999999,0.0001859999999999999,7,7
0,0.000316,-0.0014839999999999992,-0.0006319999999999997,8,7
0,0.00045199999999999993,0.0006329999999999999,-0.0009029999999999999,9,7
